id,city
24678,Nunam Iqua
308375,Seal Bay
24693,Kodiak
24697,Wasilla
24808,Takotna
24911,Tenakee Springs
24913,Taku Lodge
24914,Tuluksak
25016,Port Alsworth
25116,Tanacross
25214,Tyonek
25240,Pilot Point
43067,Kasilof
299322,Amchitka Island
301441,Trapper Creek
301864,
301865,
308354,Cape Beaufort
312880,Point Barrow
313159,
313484,Umnak Island
313485,Fort Gleen
315023,Stevens Village
318234,Wasilla
25692,Stebbins
25979,Steamboat Bay
25980,San Juan
25981,Wiseman
26061,Newtok
26345,Akiachak
26346,Tazlina
26347,Ophir
26348,Tuntutuliak
45975,Aleknagik
26349,Aleknagik
26350,Goose Bay
26351,Anchorage
26352,Annette
26353,Basin Creek
26354,Bear Creek
26355,Bear Lake
26356,Lake Louise
26357,Bethel
26358,Bethel
26359,Cape Pole
26360,Chignik
26361,Salmon Lake
26362,Clearwater
26363,Cold Bay
26364,Kantishna
26365,Birch Creek
26367,Copper Center
26369,Nyac
6525,Harvest
6578,Clanton
6638,Foley
6697,Scottsboro
6753,Anniston
6808,Fort Rucker/Wicksburg
6861,Fort Rucker/New Brockton
6915,Fort Rucker/Samson
7072,Huntsville
7073,Foley
7074,Ashland
7075,Evergreen
7076,Fort Payne
7077,Flomaton
7078,Brewton
7079,Gadsden
7080,Birmingham
7081,Florence
7249,Abbeville
7650,Bridgeport
7699,Fort Rucker/Ozark
7749,Fort Rucker/Kirklands Crossroads
7808,Fort Rucker/Ozark
7868,Fort Rucker/Hartford
7925,Creola
7927,Fort Rucker/Hartford
7979,Fort Rucker/Ozark
8031,Fort Rucker/Newton
8080,Fort Rucker/Louisville
8127,Fort Rucker/Ozark
8185,Boaz
8186,Decatur
8187,Columbiana
8188,Our Town
8189,Robertsdale
8190,Loxley
8191,Monroeville
8192,Montgomery
8193,Moody
8194,Northport
8427,Ardmore
8776,Fort Rucker/Elba
8822,Fort Rucker/Opp
8874,Fort Rucker/New Brockton
8926,York
8928,Fort Rucker/Ozark
8985,Fort Rucker/Dothan
9038,Weaver
9040,Fort Rucker/Goodman
9089,Mobile
9136,Tuskegee
9187,Ashville
9285,Addison
9298,Dayton
9299,Magnolia Springs
9300,Roanoke
9301,Wetumpka
9302,Theodore
9303,Fort Payne
9304,Theodore
9305,Hanceville
9306,Phenix City
301246,
10358,Grove Hill
10370,Fayette
10371,Hartford
10372,Opelika
10373,Tuscaloosa
10374,Montgomery
10375,Jacksonville
10376,Branchville
10377,Thomaston
10378,Owens Crossroads
10379,Cullman
10581,Huntsville
11330,Birmingham
11331,Foley
11332,Hanceville
11333,Hartselle
11334,Madison
11335,Summerdale
11336,Flat Rock
11337,Huntsville
11338,Lapine
12116,Loxley
12254,Fairhope
12255,Chapman
12256,Theodore
12257,Montevallo
12258,Dothan
12259,Muscle Shoals
45236,Dadeville
12260,Kinston
12261,Samson
12648,Bayou La Batre
12765,Brundidge
24371,Mobile
318196,Greenville
45239,Henagar
13185,Chatom
45238,Greenville
321982,Lexington
321979,Oxford
318200,Pinckard
318197,Madrid
14048,Elberta
45240,Pinckard
318195,Boaz
14863,Geneva
15653,Lillian
15654,Birmingham
16193,Fayette
16194,Claiborne
16195,Cottondale
45241,Akron
16196,Elberta
16197,Hurtsboro
16198,Jasper
16199,Valley
16200,Elberta
16201,Mentone
16202,Gurley
16203,Montgomery
16204,Montgomery
16205,Cottonton
16206,Demopolis
16207,Foley
16208,Pinson
16209,Wilsonville
16210,Gardendale
16211,Bessemer
16212,Dothan
16213,Birmingham
16214,Florence
16215,Birmingham
16216,Mount Olive
16217,Roba
16218,Tuscaloosa
16219,Centre
16220,Huntsville
16221,Blountsville
16222,Opp
16223,Selma
16224,Cedar Bluff
16225,Perdido
16226,Moulton
16227,Loxley
16228,Huntsville
16229,Jack
16230,Birmingham
16231,Alabaster
16232,Birmingham
16233,Slocomb
16234,Anniston
16235,Geiger
16236,Cullman
16237,Birmingham
16238,Florence
16239,Axis
16240,Thomasville
16241,Birmingham
16242,Birmingham
16243,Crawford
16244,Mobile
16245,Muscle Shoals
16246,Winfield
16247,Elberta
16248,Smiths
45237,Spanish Fort
16249,Dothan
16250,Ashville
16251,Daphne
16252,Hartford
16253,Jasper
16254,Birmingham
16255,Birmingham
16256,Theodore
16257,Piedmont
16258,Summerdale
16259,Hoover
16260,Our Town
16261,Madison
16262,Tuskegee
16263,Semmes
16264,Gulf Shores
16265,Maplesville
16266,Troy
16267,Fairhope
16268,Pike Road
16269,Scottsboro
16270,Robertsdale
16271,Mobile
16272,Tallassee
16273,Robertsdale
16274,Birmingham
16275,Moulton
16276,Ozark
16277,Lillian
16278,Opelika
16279,Selma
16280,Birmingham
16281,Harpersville
16282,Huntsville
16283,Wilmer
16284,Mc Intosh
16285,Gulf Shores
16286,Loxley
16287,Tuscaloosa
16288,Bay Minette
17369,Fort Rucker/Ozark
17620,Fort Rucker Ozark
45235,Stockton
18310,Clanton
18315,Luverne
18322,Tuskegee
18327,Union Springs
18332,Wetumpka
18337,Butler
18346,Centreville
18368,Florala
18369,Headland
18386,Atmore
18404,Clayton
18409,Brewton
18420,Elba
18445,Samson
18449,Prattville
18491,Haleyville
18511,Bay Minette
18525,Oneonta
18552,Ashland/Lineville
18617,St Elmo
18640,Geneva
18667,Cullman
18670,Eutaw
18717,Double Springs
18720,Reform
18760,Tallassee
18804,Scottsboro
18806,Fort Payne
18844,Jackson
18845,Fairhope
18848,Dauphin Island
18911,Hartselle
18920,Chatom
18923,Foley
18944,Camden
18965,Fort Deposit
19020,Linden
19023,Pine Hill
19024,Ozark
19042,Andalusia/Opp
19044,Greensboro
19046,Lanett
19048,Roanoke
19049,Stevenson
19114,Albertville
19115,Guntersville
19176,Courtland
19213,Marion
19264,Aliceville
19276,Alexander City
3378,Anniston
19313,Talladega
19325,Auburn
3403,Mobile
3406,Birmingham
19441,Centre
19618,Decatur
3489,Dothan
19045,Demopolis
19726,Enterprise
19729,Alabaster
19749,Bessemer
19777,Eufaula
19920,Gadsden
20001,Evergreen
20021,Hamilton
3594,Huntsville
3596,Redstone Arsnl Huntsville
20211,Jasper
20214,Gulf Shores
20418,Russellville
20443,Vernon
20466,Fayette
20488,Huntsville
3681,Montgomery
3700,Mobile
3706,Muscle Shoals
20572,Monroeville
3716,Montgomery
20632,Foley
20636,Summerdale
20642,Joesphine
20650,
3762,Fort Rucker/Ozark
20841,Pell City
20866,Greenville
43022,Centre
21042,Sylacauga
21050,Selma
3917,Tuscaloosa
21212,Troy
21452,Moundville
21633,Fort Rucker Ozark
21742,Hazel Green
24381,Selma
24679,Fort Rucker
45976,Piedmont
6526,Newport
6579,De Queen
43030,Little Rock
6698,Malvern
6754,Benton
45302,Kingston
6859,Wilmot
6862,Higden
6916,Morrilton
6964,West Memphis
7016,Magnolia
7082,Springdale
7083,Centerville
7084,Crawfordsville
7085,Deer
7086,Gravette
7087,Jonesboro
7088,Hot Springs
7089,Watson
7090,Nashville
7091,Eureka Springs
7651,Huntsville
7700,Hot Springs
7750,Conway
45301,Marvell
7806,Butlerville
7809,Pine Bluff
7869,Forrest City
7928,Brickeys
7980,Springfield
8032,England
8081,Eureka Springs
8128,Naylor
8195,Beedeville
8196,Coy
8197,Des Arc
8198,Des Arc
8199,Elkins
8200,Gentry
8201,Greers Ferry
8202,Hope
8203,Lavaca
8204,Lonoke
8777,Guy
8823,Hazen
8875,Johnson
8929,Jonesboro
8986,Lundell
9041,Mount Pleasant
9090,Searcy
9137,Bentonville
9188,Charlotte
9235,Searcy
9307,Lonoke
9308,Rogers
9309,Sage
9310,Mountain View
9311,Trumann
9312,Centerton
9313,Mineral Springs
9314,Prescott
9315,Centerton
9316,Holiday Island
9908,Greers Ferry
9950,Clinton
9991,Stuttgart
10034,Greers Ferry
10079,Marked Tree
10125,Eureka Springs
10173,Gregory
10216,Hamburg
10264,Siloam Springs
10314,Van Buren
10380,Marianna
10381,Yellville
10382,Harrison
10383,Cabot
10384,Cabot
10385,Griffithville
10386,Little Rock
10387,Lowell
10388,Heber Springs
10389,Paragould
10579,Lakeview
10908,Garfield
10946,Arkadelphia
10983,Mountain Home
11024,Newport
11064,Vilonia
43027,Flippin
11149,Sherwood
11190,Melbourne
11339,Russellville
11340,Cabot
11341,Cabot
11342,Conway
11343,Garland
11344,Cherry Valley
11345,Caddo Gap
11346,Booneville
11347,Fayetteville
11348,Jonesboro
11524,Dermott
11525,Clarendon
11822,Danville
11902,Greenbrier
45303,Altus
12242,Eureka Springs
12262,Tillar
12263,Turrell
12264,Wabbaseka
12265,Hope
12266,Little Rock
12267,Little Rock
12268,Weiner
12269,Ashdown
12270,Mountain Home
12467,De Witt
12807,Cotter
12892,Earle
12932,Driver
12979,Earle
13054,Fayetteville
13186,El Paso
13187,Cave Springs
13188,Casa
13189,Little Rock
45299,Heber Springs
13190,Calamine
13191,Little Rock
13192,Little Rock
13193,Charleston
13194,Flippin
13354,Marked Tree
13637,Gosnell
13755,Cabot
13833,Henderson
13962,Hughes
14000,Jacksonville
14049,Eureka Springs
14050,Eudora
14051,Greers Ferry
14052,Colt
45300,Searcy
14053,Fordyce
14210,Mc Crory
14211,Paris /Subiaco/
14212,Piggott
14482,Joiner
14520,Lonoke
14711,Lonoke
14865,Stuttgart
14866,Oakland
15015,Weiner
15272,Dumas
15377,Osceola
15596,Sherrill
15655,Mc Crory
45304,Cabot
16295,Eudora
16296,Clarksville
16297,Centerville
16298,Cave Springs
16299,Chickala
16300,Conway
16301,Crossett
16302,Eureka Springs
16303,Gravette
16304,Hazen
16305,Rogers
16306,Rose Bud
16307,Bigelow
16308,Palestine
16309,Marianna
16310,Paris
16311,Walnut Ridge
16312,Fort Smith
16313,Sherrill
16314,Belleville
16315,Batesville
16316,Vilonia
16317,Wesley
16318,Cabot
16319,Little Rock
16320,Blytheville
16322,Dardanelle
16323,Searcy
16324,Mayflower
16325,Fayetteville
16326,Rogers
16327,Texarkana
16328,Dardanelle
16329,Fort Smith
16330,Berryville
16331,Camden
16332,Morrilton
16333,Texarkana
16334,Little Rock
16335,Mc Crory
16336,El Dorado
16337,El Dorado
16338,Fayetteville
16339,Wynne
16340,Berryville
16341,Hazen
16342,Pocahontas
16343,Cabot
16344,North Little Rock
16345,Oil Trough
16346,De Witt
16347,Jonesboro
16348,Lake Village
16349,Little Rock
16350,Mc Gehee
16351,Melbourne
16352,Morrilton
16353,Murfreesboro
16354,Osceola
16355,Salem
16356,Siloam Springs
16357,Warren
16358,Clarksville
16359,Forrest City
16360,Piggott
16361,Wynne
16362,Yellville
16363,Augusta
16364,Helena
16365,Searcy
16366,Tillar
16367,Harrison
16368,Leola
16369,Leola
16370,Leola
16371,Mayflower
16372,Monticello
16373,Russellville
16374,Van Buren
16375,Conway
16376,Dover
16377,Little Rock
16378,Lowell
16379,Newport
16380,Pollard
16381,Dyer
16382,Paragould
16383,Wooster
16384,Mc Crory
16487,Fort Chaffee
18374,Dumas
18390,Hampton
18567,Clinton
18569,Holly Grove
18638,Danville
18660,Calico Rock
18721,Warren
18764,Melbourne
18803,Marshall
18814,Prescott
18815,Stephens
18832,Berryville
18833,Booneville
18834,Carlisle
18837,Corning
18883,Star City
18913,Fordyce
18914,Decatur
18915,Gurdon
19002,Hazen
19003,Horseshoe Bend
19005,Marianna
19067,Mc Gehee
19068,Mountain View
19069,Mount Ida
19070,Osceola
19071,Ozark
19072,Rector
19073,Salem
19198,Sheridan
19251,Magnolia
19303,Walnut Ridge
19309,Springdale
19333,West Memphis
19361,Morrilton
19402,Mountain Home
19421,Batesville
3436,Blytheville
16630,Clinton
19471,Camden
19554,Crossett
19568,Ash Flat
19574,Conway
318199,Conway
19623,De Queen
318198,Colt
3509,El Dorado
19816,El Dorado
19853,Forrest City
19877,Flippin
3543,Fort Smith
3548,Fayetteville
20009,Huntsville
20010,Clarksville
20032,Heber Springs
20040,Helena/West Helena
20057,Blytheville
3587,Hot Springs
3592,Harrison
3621,Jonesboro
3645,Little Rock
20354,Monticello
3652,Jacksonville
20414,Hope
20415,Newport
20422,Waldron
20426,Lake Village
20429,Brinkley
20446,Augusta
20447,Wynne
20449,Pocahontas
20452,Almyra
20454,Nashville
20455,Malvern
20461,Arkadelphia
20467,Benton
20495,Mena
20548,Morrilton
20586,Manila
18489,North Little Rock
20807,Pine Bluff
20823,Paragould
20913,Camp Robinson/Little Rock
20949,Rogers
20966,Russellville
21064,Stuttgart
21079,Siloam Springs
21107,Searcy
29695,Benton
3936,Texarkana
21312,Bentonville
21410,Fayetteville/Springdale
320811,Little Rock
21749,Bald Knob
23380,
43064,Clarksville
45977,England
6639,Fayetteville
320934,Glennallen
321829,"Bald Knob, AR"
321830,Bald Knob
321831,"Bald Knob, AR"
321833,Concord
321834,"Griffithville, AR"
321837,Cash
321838,Georgetown
321839,Newport
321841,Aubrey
321842,Aubrey
321843,Worden
321848,Bald Knob
321854,"England, AR"
321855,Russell
321856,Griffithville
321858,Albion
321859,Tupelo
321887,Penrose
321951,Des Arc
321955,Cotton Plant
321957,Greenbrier
321963,Augusta
11108,England
6527,Cordes
6580,Camp Verde
6640,Willcox
6699,Hereford
6755,Chinle
6809,Yuma
6863,Gilbert
6917,Phoenix
6965,Mesa
7017,St David
7092,Phoenix
7093,Marana
7094,Salome
7095,Mobile
7096,Morristown
7097,Phoenix
7098,Phoenix
7652,Buckeye
7701,Huachuca City
7751,Morristown
7810,Tonopah
7870,Green Valley
7929,Quartzsite
7981,Skull Valley
8033,Gilbert
8082,Carefree
8129,Camp Verde
8205,Mobile
8206,Tolleson
8207,Tolleson
8208,Safford
8209,Phoenix
8210,Tucson
8211,Phoenix
8212,Tolleson
8213,Bullhead City
8774,Whitmore
8778,Picacho
8783,Phoenix
8824,Show Low
8876,Bullhead City
8930,Wickenburg
8987,Young
9042,Portal
9091,Aguila
9138,Aguila
9189,Aguila
9236,Paloma
45285,Maricopa
9317,Phoenix
9318,Salome
9319,Peoria
9320,El Mirage
9321,Maricopa
9322,Maricopa
9323,Oro Valley
9324,Phoenix
9325,Tubac
9326,Mcneal
9344,Yuma Proving Ground(Yuma)
9909,Arlington
9951,Benson
45295,Scottsdale
